nom,adresse_complete,type,prix,prix_min_eur,prix_max_eur,prix_moyen_eur,budget_meteo,note_google,avis_google,description_courte,statut,saisonnier,acces,lat,lng,inclure_app,niveau_fiabilite,doublon_nom_potentiel,doublon_rang,avec_solo,avec_duo,avec_potos,avec_pro,pour_tranquillo,pour_allocco,pour_resto,pour_gastro,pour_incognito,pour_apero,pour_eau,pour_nocturne,pour_disco,pour_guinguette,pour_terrasse_hiver,pour_street_food,meteo_pluie,meteo_nuageux,meteo_grand_soleil,source_base,date_traitement_gpt,verification_gpt,notes_gpt,image_url_originale,nom_original,rating_original,reviews_original,prix_original,type_original,raw_WkIe8 src,raw_fontHeadlineSmall,raw_MW4etd,raw_UY7F9,raw_IIrLbb,raw_IIrLbb 2,raw_ZiUbcb
Cavalier.,,Géorgienne,20–30 €,20,30,25.0,nuageux,4.7,620,"Géorgienne, note 4.7/5, 620 avis, prix 20–30 €",ouvert_probable,non renseigne,public,,,1,haute,0,,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,export Google Maps fourni par utilisateur,2026-06-14,semi-auto: prix/note/statut depuis export Google; verification web live conseillee avant publication prod,adresse_absente_a_geocoder ; presence note/prix/type dans export Google; verifier live avant publication,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHs61g6rmtL2cDXeC1SiL1I2rF2ZO7Bi3WqgvwdYTDUpuAorRjjVCFOH0gIsBqiHIlcLQjbkBdj_cIOS3IOiQfSRId_rnPkoWa3E2eHyw0srmMfgUuVnBxesYhG7haxqOQU5J4u=w234-h92-k-no,Cavalier.,"4,7",(620),20–30 €,Géorgienne,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHs61g6rmtL2cDXeC1SiL1I2rF2ZO7Bi3WqgvwdYTDUpuAorRjjVCFOH0gIsBqiHIlcLQjbkBdj_cIOS3IOiQfSRId_rnPkoWa3E2eHyw0srmMfgUuVnBxesYhG7haxqOQU5J4u=w234-h92-k-no,Cavalier.,"4,7",(620),20–30 €,Géorgienne,·
Meshuga,,Américaine,10–20 €,10,20,15.0,pluie,4.6,1024,"Américaine, note 4.6/5, 1024 avis, prix 10–20 €",ouvert_probable,non renseigne,public,,,1,haute,0,,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,export Google Maps fourni par utilisateur,2026-06-14,semi-auto: prix/note/statut depuis export Google; verification web live conseillee avant publication prod,adresse_absente_a_geocoder ; presence note/prix/type dans export Google; verifier live avant publication,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHuxoKwA5Gk9kbX_rUp32trkJ8SAbAbOjp1RACExmpt9Qed6CgVJp7SUPh8Co_D3ze_a14hYu8tzOFbhOhDHIMcgwzPsPDn-OSO7aN5ehL8YtGNbeJCb8Dl0g8XqqN0Vt_6W4i4pg=w80-h106-k-no,Meshuga,"4,6",(1 024),10–20 €,Américaine,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHuxoKwA5Gk9kbX_rUp32trkJ8SAbAbOjp1RACExmpt9Qed6CgVJp7SUPh8Co_D3ze_a14hYu8tzOFbhOhDHIMcgwzPsPDn-OSO7aN5ehL8YtGNbeJCb8Dl0g8XqqN0Vt_6W4i4pg=w80-h106-k-no,Meshuga,"4,6",(1 024),10–20 €,Américaine,·
Brioche Dorée,,Restauration rapide,1–10 €,1,10,5.5,pluie,4.0,435,"Restauration rapide, note 4.0/5, 435 avis, prix 1–10 €",ouvert_probable,non renseigne,public,,,1,moyenne,0,,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,export Google Maps fourni par utilisateur,2026-06-14,semi-auto: prix/note/statut depuis export Google; verification web live conseillee avant publication prod,adresse_absente_a_geocoder ; presence note/prix/type dans export Google; verifier live avant publication,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHcCfmSkD1AxLzBOl_xHDxCr6z667W2fF8Ff1xkLEo6UMdeQ2eEfCFesY9jbKkWHxDBJtaaEOFw2fBGSFhvDLvQjmRwVoDatbKSbRnUw9dDVQx8RUZcV_ohg11cLlhXQAr9eD3yIw=w163-h92-k-no,Brioche Dorée,"4,0",(435),1–10 €,Restauration rapide,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHcCfmSkD1AxLzBOl_xHDxCr6z667W2fF8Ff1xkLEo6UMdeQ2eEfCFesY9jbKkWHxDBJtaaEOFw2fBGSFhvDLvQjmRwVoDatbKSbRnUw9dDVQx8RUZcV_ohg11cLlhXQAr9eD3yIw=w163-h92-k-no,Brioche Dorée,"4,0",(435),1–10 €,Restauration rapide,·
Rosa Bonheur à l'Est,,Bar,10–20 €,10,20,15.0,pluie,4.1,2748,"Bar, note 4.1/5, 2748 avis, prix 10–20 €",ouvert_probable,non renseigne,public,,,1,haute,0,,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,export Google Maps fourni par utilisateur,2026-06-14,semi-auto: prix/note/statut depuis export Google; verification web live conseillee avant publication prod,adresse_absente_a_geocoder ; presence note/prix/type dans export Google; verifier live avant publication,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHjFk9iZbXiAJQElEgi-VXLaMBZZZ_4IHCeO0YoXMecN4cu2URRthRBWlsKf2mVgiPERfCSPN-ndMGpboSXQtlLuhbYx26ICaqHUe7bzrmfEnVilHHmpLRh4eQSrLmzXvM41sto2w=w122-h92-k-no,Rosa Bonheur à l'Est,"4,1",(2 748),10–20 €,Bar,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHjFk9iZbXiAJQElEgi-VXLaMBZZZ_4IHCeO0YoXMecN4cu2URRthRBWlsKf2mVgiPERfCSPN-ndMGpboSXQtlLuhbYx26ICaqHUe7bzrmfEnVilHHmpLRh4eQSrLmzXvM41sto2w=w122-h92-k-no,Rosa Bonheur à l'Est,"4,1",(2 748),10–20 €,Bar,·
Au Vieux Paris d'Arcole,,Française,20–60 €,20,60,40.0,nuageux,3.8,1460,"Française, note 3.8/5, 1460 avis, prix 20–60 €",ouvert_probable,non renseigne,public,,,1,haute,0,,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,export Google Maps fourni par utilisateur,2026-06-14,semi-auto: prix/note/statut depuis export Google; verification web live conseillee avant publication prod,adresse_absente_a_geocoder ; presence note/prix/type dans export Google; verifier live avant publication,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEdgDloosCwbCJ1ev4Oz3CPEa2ViBcIRA9y5I0GOj8UtNZcWhdt0hJElpkLCRrYouNmKxASSLRZS4YQVS9SIpJz_BbTQB_rifJdwTa2j0R9K2J1-3pGnLbeZHlmUGvYL6DYbhgu=w138-h92-k-no,Au Vieux Paris d'Arcole,"3,8",(1 460),20–60 €,Française,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEdgDloosCwbCJ1ev4Oz3CPEa2ViBcIRA9y5I0GOj8UtNZcWhdt0hJElpkLCRrYouNmKxASSLRZS4YQVS9SIpJz_BbTQB_rifJdwTa2j0R9K2J1-3pGnLbeZHlmUGvYL6DYbhgu=w138-h92-k-no,Au Vieux Paris d'Arcole,"3,8",(1 460),20–60 €,Française,·
Villa Marquise,,Brasserie,€€,20,40,30.0,nuageux,4.0,1490,"Brasserie, note 4.0/5, 1490 avis, prix €€",ouvert_probable,non renseigne,public,,,1,haute,0,,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,export Google Maps fourni par utilisateur,2026-06-14,semi-auto: prix/note/statut depuis export Google; verification web live conseillee avant publication prod,adresse_absente_a_geocoder ; presence note/prix/type dans export Google; verifier live avant publication,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGVirTs2k3ErxTgj4MwdHvYt1XZ5LVohPR-CCRk4ApfsUn8zx50PG82elr39H0H7e8EYwOEh2fzUBdFeCO3-oOTzs5RMJfGkgJFY79cAJhPWlgPHoIBzy5CgwFbVgmi6PPvLcnXgjocXVyV=w138-h92-k-no,Villa Marquise,"4,0",(1 490),€€,Brasserie,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGVirTs2k3ErxTgj4MwdHvYt1XZ5LVohPR-CCRk4ApfsUn8zx50PG82elr39H0H7e8EYwOEh2fzUBdFeCO3-oOTzs5RMJfGkgJFY79cAJhPWlgPHoIBzy5CgwFbVgmi6PPvLcnXgjocXVyV=w138-h92-k-no,Villa Marquise,"4,0",(1 490),€€,Brasserie,·
Café Bohème Edgar Quinet,,Café,20–30 €,20,30,25.0,nuageux,4.2,2706,"Café, note 4.2/5, 2706 avis, prix 20–30 €",ouvert_probable,non renseigne,public,,,1,haute,0,,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,export Google Maps fourni par utilisateur,2026-06-14,semi-auto: prix/note/statut depuis export Google; verification web live conseillee avant publication prod,adresse_absente_a_geocoder ; presence note/prix/type dans export Google; verifier live avant publication,https://lh3.googleusercontent.com/gps-cs-s/APNQkAE0RHFJCmi5qP6FHo34LbpMScJ4hF3b8yWCnPTOQ98sHgVTj0gY0f5b0VYwAGPWnqeSxg03ugk0GuYi7cby9NI17uRfadj0njdkJeRCfRdqjwDJwujjiMVSRGgRb-1kH_yEa9tX=w163-h92-k-no,Café Bohème Edgar Quinet,"4,2",(2 706),20–30 €,Café,https://lh3.googleusercontent.com/gps-cs-s/APNQkAE0RHFJCmi5qP6FHo34LbpMScJ4hF3b8yWCnPTOQ98sHgVTj0gY0f5b0VYwAGPWnqeSxg03ugk0GuYi7cby9NI17uRfadj0njdkJeRCfRdqjwDJwujjiMVSRGgRb-1kH_yEa9tX=w163-h92-k-no,Café Bohème Edgar Quinet,"4,2",(2 706),20–30 €,Café,·
BO&MIE - Saint Martin,,Boulangerie,1–10 €,1,10,5.5,pluie,4.4,3104,"Boulangerie, note 4.4/5, 3104 avis, prix 1–10 €",ouvert_probable,non renseigne,public,,,1,haute,0,,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,export Google Maps fourni par utilisateur,2026-06-14,semi-auto: prix/note/statut depuis export Google; verification web live conseillee avant publication prod,adresse_absente_a_geocoder ; presence note/prix/type dans export Google; verifier live avant publication,https://lh3.googleusercontent.com/gps-cs-s/APNQkAG3nVdpy8IMsAMAeyvZSHIMs9Dmdb6oH32cOLVpAwLS9CbrlgMhlBCFyKuqgBvZJKFbIc-EoRyjJoZlck68QEuNVd0Nv8Ph3Q8doL3Ms6x0EcFFhUB89g2MsJ9PgNUcGrvrOdIC=w163-h92-k-no,BO&MIE - Saint Martin,"4,4",(3 104),1–10 €,Boulangerie,https://lh3.googleusercontent.com/gps-cs-s/APNQkAG3nVdpy8IMsAMAeyvZSHIMs9Dmdb6oH32cOLVpAwLS9CbrlgMhlBCFyKuqgBvZJKFbIc-EoRyjJoZlck68QEuNVd0Nv8Ph3Q8doL3Ms6x0EcFFhUB89g2MsJ9PgNUcGrvrOdIC=w163-h92-k-no,BO&MIE - Saint Martin,"4,4",(3 104),1–10 €,Boulangerie,·
Brique Machine - Paris 2,,Buffet,20–30 €,20,30,25.0,nuageux,4.5,10865,"Buffet, note 4.5/5, 10865 avis, prix 20–30 €",ouvert_probable,non renseigne,public,,,1,haute,0,,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,export Google Maps fourni par utilisateur,2026-06-14,semi-auto: prix/note/statut depuis export Google; verification web live conseillee avant publication prod,adresse_absente_a_geocoder ; presence note/prix/type dans export Google; verifier live avant publication,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGM4TWabpIspvRJYCptDJ4GwcHyio9O9sxNbE6F1b6_C3lwh4gX8KuPhWX98LoGRRzbwFQB9kH5kFg0qe81HkPZPbL2dbG6SlipjcWWY4C0UfGWsKN8M6Rq1R6vY9cduOZeofaIcqQhuUI=w138-h92-k-no,Brique Machine - Paris 2,"4,5",(10 865),20–30 €,Buffet,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGM4TWabpIspvRJYCptDJ4GwcHyio9O9sxNbE6F1b6_C3lwh4gX8KuPhWX98LoGRRzbwFQB9kH5kFg0qe81HkPZPbL2dbG6SlipjcWWY4C0UfGWsKN8M6Rq1R6vY9cduOZeofaIcqQhuUI=w138-h92-k-no,Brique Machine - Paris 2,"4,5",(10 865),20–30 €,Buffet,·
Cinnamon,,,,,,,inconnu,4.4,409,"note 4.4/5, 409 avis",ouvert_probable,non renseigne,public,,,1,moyenne,0,,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,export Google Maps fourni par utilisateur,2026-06-14,semi-auto: prix/note/statut depuis export Google; verification web live conseillee avant publication prod,prix_moyen_absent_dans_export ; adresse_absente_a_geocoder ; presence note/prix/type dans export Google; verifier live avant publication,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEzwPSph3FKthBDJdYOpMa1ToI271YLnapUALMQfQLXKmRmd9FuhqPIJHv_36qT3qSjnSszO_AgQd9nvgWVcvgUswfiPgACCBOV3GV1kYW1fMC1CLLY2pPQT13ZW6IhYJP0ue14yQ=w80-h106-k-no,Cinnamon,"4,4",(409),,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEzwPSph3FKthBDJdYOpMa1ToI271YLnapUALMQfQLXKmRmd9FuhqPIJHv_36qT3qSjnSszO_AgQd9nvgWVcvgUswfiPgACCBOV3GV1kYW1fMC1CLLY2pPQT13ZW6IhYJP0ue14yQ=w80-h106-k-no,Cinnamon,"4,4",(409),,,
Les Pipos,,Restaurant,20–30 €,20,30,25.0,nuageux,4.6,1511,"Restaurant, note 4.6/5, 1511 avis, prix 20–30 €",ouvert_probable,non renseigne,public,,,1,haute,0,,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,export Google Maps fourni par utilisateur,2026-06-14,semi-auto: prix/note/statut depuis export Google; verification web live conseillee avant publication prod,adresse_absente_a_geocoder ; presence note/prix/type dans export Google; verifier live avant publication,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGj-VjeZmaogxMMq6s_kZ5LG6Dwrq7BzkEmG-60shEAHjHOapcMzi8iqOyfBAAt36vdM__sACyxMvEIg0opQnG7WrQF7CRSSnQCURLTYqeuiVIQ_ftVPDrNFyTmq-wToJy8TPQ=w80-h120-k-no,Les Pipos,"4,6",(1 511),20–30 €,Restaurant,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGj-VjeZmaogxMMq6s_kZ5LG6Dwrq7BzkEmG-60shEAHjHOapcMzi8iqOyfBAAt36vdM__sACyxMvEIg0opQnG7WrQF7CRSSnQCURLTYqeuiVIQ_ftVPDrNFyTmq-wToJy8TPQ=w80-h120-k-no,Les Pipos,"4,6",(1 511),20–30 €,Restaurant,·
Chez Josephine,,Française,,,,,inconnu,3.6,412,"Française, note 3.6/5, 412 avis",ouvert_probable,non renseigne,public,,,0,exclu_qualite_ou_donnees_insuffisantes,0,,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,export Google Maps fourni par utilisateur,2026-06-14,semi-auto: prix/note/statut depuis export Google; verification web live conseillee avant publication prod,prix_moyen_absent_dans_export ; adresse_absente_a_geocoder ; presence note/prix/type dans export Google; verifier live avant publication,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGG3QQ2bQ3gvi57GHNJ1Cn7khgyVNo59XF9DK35w2boQYCamIuU_zQT0KtVJYKydksIL-TuiBki1Z3WweBONQWBYY5tE3wJ31fa9MHDeW-y-VzHO2zydJI8DQVfkyu2fssn2Fwg4g=w138-h92-k-no,Chez Josephine,"3,6",(412),Française,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGG3QQ2bQ3gvi57GHNJ1Cn7khgyVNo59XF9DK35w2boQYCamIuU_zQT0KtVJYKydksIL-TuiBki1Z3WweBONQWBYY5tE3wJ31fa9MHDeW-y-VzHO2zydJI8DQVfkyu2fssn2Fwg4g=w138-h92-k-no,Chez Josephine,"3,6",(412),Française,,
Pizzeria Napoletana Sotto Casa Clichy Pizza Italiana,,,,,,,inconnu,,,Fermé définitivement selon l export Google; à exclure de l app.,ferme_definitivement_signale,non renseigne,public,,,0,ferme_a_exclure,0,,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,export Google Maps fourni par utilisateur,2026-06-14,semi-auto: prix/note/statut depuis export Google; verification web live conseillee avant publication prod,adresse_absente_a_geocoder ; Google export indique: Ce lieu n existe plus,,Pizzeria Napoletana Sotto Casa Clichy Pizza Italiana,,,Ce lieu n'existe plus,,,Pizzeria Napoletana Sotto Casa Clichy Pizza Italiana,,,Ce lieu n'existe plus,,
Dalmata,,Italienne,20–30 €,20,30,25.0,nuageux,4.7,10897,"Italienne, note 4.7/5, 10897 avis, prix 20–30 €",ouvert_probable,non renseigne,public,,,1,haute,0,,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,export Google Maps fourni par utilisateur,2026-06-14,semi-auto: prix/note/statut depuis export Google; verification web live conseillee avant publication prod,adresse_absente_a_geocoder ; presence note/prix/type dans export Google; verifier live avant publication,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHDzfjGtSrUi6tmorB4sj9QNWt_41WeSm_jUWiqAAe7DlQhb26pfQL0brwNmNFvX3bhBFKjxjTbpGKviu7dH6EvDk1ZouTuaEg4aQhNVBHsHUqR12C-bN9asHFKgzcRJFmVy33w=w163-h92-k-no,Dalmata,"4,7",(10 897),20–30 €,Italienne,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHDzfjGtSrUi6tmorB4sj9QNWt_41WeSm_jUWiqAAe7DlQhb26pfQL0brwNmNFvX3bhBFKjxjTbpGKviu7dH6EvDk1ZouTuaEg4aQhNVBHsHUqR12C-bN9asHFKgzcRJFmVy33w=w163-h92-k-no,Dalmata,"4,7",(10 897),20–30 €,Italienne,·
Moncœur Belleville,,Française,20–30 €,20,30,25.0,nuageux,4.0,2373,"Française, note 4.0/5, 2373 avis, prix 20–30 €",ouvert_probable,non renseigne,public,,,1,haute,0,,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,export Google Maps fourni par utilisateur,2026-06-14,semi-auto: prix/note/statut depuis export Google; verification web live conseillee avant publication prod,adresse_absente_a_geocoder ; presence note/prix/type dans export Google; verifier live avant publication,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHKgB3QE-Qk9isUnTeirfE9c-BUigYLCmFpX4Ijy7rJkbpMMjAxvpnxRyquRpgqPiQJSABpE43d0dRrY_rlbzAIa_iQqrx0PRENomtHxeDUxaqtQXADk4rNPek2yNXe8M7eOxkPZRy1qCgo=w137-h92-k-no,Moncœur Belleville,"4,0",(2 373),20–30 €,Française,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHKgB3QE-Qk9isUnTeirfE9c-BUigYLCmFpX4Ijy7rJkbpMMjAxvpnxRyquRpgqPiQJSABpE43d0dRrY_rlbzAIa_iQqrx0PRENomtHxeDUxaqtQXADk4rNPek2yNXe8M7eOxkPZRy1qCgo=w137-h92-k-no,Moncœur Belleville,"4,0",(2 373),20–30 €,Française,·
Les Enfants Perdus,,Française,20–60 €,20,60,40.0,nuageux,4.6,1862,"Française, note 4.6/5, 1862 avis, prix 20–60 €",ouvert_probable,non renseigne,public,,,1,haute,0,,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,export Google Maps fourni par utilisateur,2026-06-14,semi-auto: prix/note/statut depuis export Google; verification web live conseillee avant publication prod,adresse_absente_a_geocoder ; presence note/prix/type dans export Google; verifier live avant publication,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEMWEQR84QA67VPeYSVNvXiH3YKsShuvyVWkTHa8hG68gv6aE5CdnrcuUPPjAw9SAiUpb_3LrWXPEPvSECTGuGjzhJK2o_0lQ0GGogEx_iIt5Ri1oq6MM63CzEXOaDtVkg4mBDaEw=w137-h92-k-no,Les Enfants Perdus,"4,6",(1 862),20–60 €,Française,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEMWEQR84QA67VPeYSVNvXiH3YKsShuvyVWkTHa8hG68gv6aE5CdnrcuUPPjAw9SAiUpb_3LrWXPEPvSECTGuGjzhJK2o_0lQ0GGogEx_iIt5Ri1oq6MM63CzEXOaDtVkg4mBDaEw=w137-h92-k-no,Les Enfants Perdus,"4,6",(1 862),20–60 €,Française,·
La Jacobine,,Française,30–40 €,30,40,35.0,nuageux,4.6,5333,"Française, note 4.6/5, 5333 avis, prix 30–40 €",ouvert_probable,non renseigne,public,,,1,haute,0,,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,export Google Maps fourni par utilisateur,2026-06-14,semi-auto: prix/note/statut depuis export Google; verification web live conseillee avant publication prod,adresse_absente_a_geocoder ; presence note/prix/type dans export Google; verifier live avant publication,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHzc8VIG_wuQ3X323DpYJHZt0iObf5-o0hmRoEzAXuroKUle41Hw8zXXyrXslXMNmvyKUqJ-H9I2-O2JEusWK_6xF7S5oWSIv99DIHh5DMfRmfnBrzpG__Fa7gTSx1NKc-im29Q-WAMi4E=w142-h92-k-no,La Jacobine,"4,6",(5 333),30–40 €,Française,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHzc8VIG_wuQ3X323DpYJHZt0iObf5-o0hmRoEzAXuroKUle41Hw8zXXyrXslXMNmvyKUqJ-H9I2-O2JEusWK_6xF7S5oWSIv99DIHh5DMfRmfnBrzpG__Fa7gTSx1NKc-im29Q-WAMi4E=w142-h92-k-no,La Jacobine,"4,6",(5 333),30–40 €,Française,·
Darius Artisan Gaufrier,,,,,,,inconnu,,,Fermé définitivement selon l export Google; à exclure de l app.,ferme_definitivement_signale,non renseigne,public,,,0,ferme_a_exclure,0,,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,export Google Maps fourni par utilisateur,2026-06-14,semi-auto: prix/note/statut depuis export Google; verification web live conseillee avant publication prod,adresse_absente_a_geocoder ; Google export indique: Ce lieu n existe plus,,Darius Artisan Gaufrier,,,Ce lieu n'existe plus,,,Darius Artisan Gaufrier,,,Ce lieu n'existe plus,,
Boulangerie BO&MIE Turbigo,,Boulangerie,1–10 €,1,10,5.5,pluie,4.4,6192,"Boulangerie, note 4.4/5, 6192 avis, prix 1–10 €",ouvert_probable,non renseigne,public,,,1,haute,0,,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,export Google Maps fourni par utilisateur,2026-06-14,semi-auto: prix/note/statut depuis export Google; verification web live conseillee avant publication prod,adresse_absente_a_geocoder ; presence note/prix/type dans export Google; verifier live avant publication,https://lh3.googleusercontent.com/gps-cs-s/APNQkAG-1NjIKkw0mEl5HkSCsPo8RbsWUWI_2njd2AXR-dVOJHYRfaLqDRWyRCt4LlTeonqQeJ_iV5PPhfAhSoBuKM8cFbjljMXWqkIKPxE3vj3JAcdDVXvUJWWn--6hyx7AdZ0Tr9I=w137-h92-k-no,Boulangerie BO&MIE Turbigo,"4,4",(6 192),1–10 €,Boulangerie,https://lh3.googleusercontent.com/gps-cs-s/APNQkAG-1NjIKkw0mEl5HkSCsPo8RbsWUWI_2njd2AXR-dVOJHYRfaLqDRWyRCt4LlTeonqQeJ_iV5PPhfAhSoBuKM8cFbjljMXWqkIKPxE3vj3JAcdDVXvUJWWn--6hyx7AdZ0Tr9I=w137-h92-k-no,Boulangerie BO&MIE Turbigo,"4,4",(6 192),1–10 €,Boulangerie,·
LouLou Montmartre,,Restaurant,30–40 €,30,40,35.0,nuageux,4.3,594,"Restaurant, note 4.3/5, 594 avis, prix 30–40 €",ouvert_probable,non renseigne,public,,,1,haute,0,,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,export Google Maps fourni par utilisateur,2026-06-14,semi-auto: prix/note/statut depuis export Google; verification web live conseillee avant publication prod,adresse_absente_a_geocoder ; presence note/prix/type dans export Google; verifier live avant publication,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEEVYdYtf-yNJ6oZt2AJk7VEiISL05Dz7e-b8cD6YGl_hqmhtTr8HS7nSmOCh5eGQ3S8EucmCh7ipk2N7C0qbFcSK1X46tVYn5o6L505NR7Z3Iyh6KRlvWb5-zDo8InhX5ykCVn=w94-h92-k-no,LouLou Montmartre,"4,3",(594),30–40 €,Restaurant,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEEVYdYtf-yNJ6oZt2AJk7VEiISL05Dz7e-b8cD6YGl_hqmhtTr8HS7nSmOCh5eGQ3S8EucmCh7ipk2N7C0qbFcSK1X46tVYn5o6L505NR7Z3Iyh6KRlvWb5-zDo8InhX5ykCVn=w94-h92-k-no,LouLou Montmartre,"4,3",(594),30–40 €,Restaurant,·
BAMBINO,,Restaurant,20–70 €,20,70,45.0,nuageux,3.8,1130,"Restaurant, note 3.8/5, 1130 avis, prix 20–70 €",ouvert_probable,non renseigne,public,,,1,haute,0,,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,export Google Maps fourni par utilisateur,2026-06-14,semi-auto: prix/note/statut depuis export Google; verification web live conseillee avant publication prod,adresse_absente_a_geocoder ; presence note/prix/type dans export Google; verifier live avant publication,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHqAcuN06059k5c9F1btB7U7JkE1M64ql0tZjY2HoDe4WqTL-_SgzUN3dva5Dk-Qh319oh7CFA3XMfAKGab0qlO_TzhbAkV-DlcGWpjDRaTlvfsRn2hN2JlmpzVOjDgWuEPuvivA2Z2dalA=w80-h106-k-no,BAMBINO,"3,8",(1 130),20–70 €,Restaurant,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHqAcuN06059k5c9F1btB7U7JkE1M64ql0tZjY2HoDe4WqTL-_SgzUN3dva5Dk-Qh319oh7CFA3XMfAKGab0qlO_TzhbAkV-DlcGWpjDRaTlvfsRn2hN2JlmpzVOjDgWuEPuvivA2Z2dalA=w80-h106-k-no,BAMBINO,"3,8",(1 130),20–70 €,Restaurant,·
Fréquence,,Bar,20–30 €,20,30,25.0,nuageux,4.2,585,"Bar, note 4.2/5, 585 avis, prix 20–30 €",ouvert_probable,non renseigne,public,,,1,haute,0,,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,export Google Maps fourni par utilisateur,2026-06-14,semi-auto: prix/note/statut depuis export Google; verification web live conseillee avant publication prod,adresse_absente_a_geocoder ; presence note/prix/type dans export Google; verifier live avant publication,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHeiV6UM5Pb1uN71uS-_wmqLNYinWWBCu-A1WJ_CpjQ2j7TaR4kRaKwL715sWrMUvGY5PeM5BUefSaqXp-yWsGxVgJE-BFSH8THpk7cXK6RUzqiJQdG7bOhMD1PGxtwFfpwb-JI=w122-h92-k-no,Fréquence,"4,2",(585),20–30 €,Bar,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHeiV6UM5Pb1uN71uS-_wmqLNYinWWBCu-A1WJ_CpjQ2j7TaR4kRaKwL715sWrMUvGY5PeM5BUefSaqXp-yWsGxVgJE-BFSH8THpk7cXK6RUzqiJQdG7bOhMD1PGxtwFfpwb-JI=w122-h92-k-no,Fréquence,"4,2",(585),20–30 €,Bar,·
