nom,categorie_principale,adresse_complete,arrondissement,ville,petite_couronne,type,prix_eur_pers,prix_moyen_eur,budget_meteo,description_courte,statut,saisonnier,acces,lat,lng,inclure_app,avec_solo,avec_duo,avec_potos,avec_pro,pour_rooftop,pour_tranquillo,pour_allocco,pour_resto,pour_gastro,pour_incognito,pour_apero,pour_disco,pour_eau,pour_nocturne,pour_terrasse_hiver,pour_guinguette,pour_street_food,nationalite_street_food,budget_grand_soleil,budget_nuageux,budget_pluie,fiabilite,reco_sources,notes_app,source_url,date_verification
Bistrot Victoires,bistrot / bon rapport prix,"6 Rue de la Vrilliere, 75001 Paris",01,Paris,0,bistrot / brasserie,20-30 €,25,nuageux,"Bistrot central bon rapport qualité/prix, simple et fiable.",ouvert,toute l'annee,public,,,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,,0,1,0,bonne,fiche business / guides budget,,https://www.timeout.com/paris/en/feature/food/pariss-best-cheap-eats,2026-06-14
La Felicita,food court / italien,"5 Parv. Alan Turing, 75013 Paris",13,Paris,0,food hall italien / bar,10-20 €,18,pluie,"Grand food hall Big Mamma, bon potos/allocco, safe et simple.",ouvert,toute l'annee,public,,,1,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,italien / food hall,0,0,1,bonne,fiche business / lieu reconnu,,https://www.bigmammagroup.com/fr/trattorias/la-felicita,2026-06-14
Septime,gastro / date,"80 Rue de Charonne, 75011 Paris",11,Paris,0,fine dining / bistro gastronomique,100 €+,120,grand soleil,"Grande table contemporaine, recommandée pour duo ou pro sérieux.",ouvert,selon ouverture hebdo,reservation indispensable,,,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,,1,0,0,bonne,Michelin / Eater / TimeOut restaurants / fiche business,,https://guide.michelin.com/en/fr/ile-de-france/paris/restaurants,2026-06-14
Clamato,resto / date,"80 Rue de Charonne, 75011 Paris",11,Paris,0,seafood restaurant / bar,40-90 €,60,grand soleil,"Seafood bar du groupe Septime, date cool mais budget élevé.",ouvert,toute l'annee,reservation conseillee,,,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,,1,0,0,bonne,Eater / fiche business,,https://www.eater.com/maps/best-restaurants-paris-france,2026-06-14
Frenchie Bar a Vins,wine bar / date,"6 Rue du Nil, 75002 Paris",02,Paris,0,bar a vins / small plates,30-80 €,55,grand soleil,"Bar à vins reconnu rue du Nil, excellent pour duo et apéro dînatoire.",ouvert,toute l'annee,reservation conseillee,,,1,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,,1,0,0,bonne,Eater / fiche business,,https://www.eater.com/maps/best-restaurants-paris-france,2026-06-14
Le Mary Celeste,bar / date,"1 Rue Commines, 75003 Paris",03,Paris,0,restaurant / bar a cocktails / wine bar,20-70 €,45,nuageux,"Oysters, cocktails, vins; très bon premier date sans être trop formel.",ouvert,toute l'annee,public,,,1,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,,0,1,0,bonne,50 Best Discovery / fiche business,,https://www.theworlds50best.com/discovery,2026-06-14
Bambino,resto / bar musical,"25 Rue Saint-Sebastien, 75011 Paris",11,Paris,0,restaurant / bar vinyle,20-70 €,45,nuageux,"Resto-bar musical, ambiance date/potos avec son et vinyles.",ouvert,toute l'annee,public,,,1,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,,0,1,0,bonne,guides restaurants / fiche business,,https://www.eater.com/maps/best-restaurants-paris-france,2026-06-14
Early June,wine bar / date,"19 Rue Jean Poulmarch, 75010 Paris",10,Paris,0,restaurant / wine bar,30-80 €,55,grand soleil,"Adresse canal Saint-Martin, vins nature et chefs invités, date food.",ouvert,toute l'annee,public,,,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,,1,0,0,bonne,Eater / fiche business,,https://www.eater.com/maps/best-restaurants-paris-france,2026-06-14
Folderol,wine bar / ice cream,"10 Rue du Grand Prieure, 75011 Paris",11,Paris,0,wine bar / ice cream shop,10-20 €,18,pluie,"Glace + vins nature, très bon solo/duo, original sans être lourd.",ouvert,toute l'annee,public,,,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,0,0,1,bonne,guides restaurants / fiche business,,https://www.eater.com/maps/best-restaurants-paris-france,2026-06-14
Le Fumoir,brasserie / date / terrasse,"6 Rue de l'Amiral de Coligny, 75001 Paris",01,Paris,0,restaurant / bar / cafe,20-60 €,40,nuageux,"Classique près du Louvre, bon pro/date, terrasse souvent utile.",ouvert,toute l'annee,public,,,1,1,1,1,1,0,0,0,1,0,0,1,0,0,1,1,0,0,,0,1,0,bonne,TimeOut terrasses chauffees / fiche business,,https://www.lefumoir.com/,2026-06-14
La Palette,cafe / terrasse classique,"43 Rue de Seine, 75006 Paris",06,Paris,0,cafe / brasserie,10-40 €,25,nuageux,"Terrasse classique de Saint-Germain, bon duo/verre.",ouvert,toute l'annee,public,,,1,1,1,1,1,0,0,0,1,0,0,1,0,0,1,1,0,0,,0,1,0,bonne,fiche business / adresse classique,,https://lapalette-paris.com/,2026-06-14
Cafe de Flore,cafe / terrasse classique,"172 Bd Saint-Germain, 75006 Paris",06,Paris,0,cafe / brasserie,10-30 €,25,nuageux,"Institution de Saint-Germain, terrasse connue, bon pro/touristique.",ouvert,toute l'annee,public,,,1,1,1,1,1,0,0,0,1,0,0,1,0,0,1,1,0,0,,0,1,0,bonne,TimeOut terrasses chauffees / fiche business,,https://cafedeflore.fr/,2026-06-14
Les Deux Magots,cafe / terrasse classique,"6 Pl. Saint-Germain des Pres, 75006 Paris",06,Paris,0,cafe / restaurant,10-60 €,40,nuageux,"Institution parisienne, terrasse et rendez-vous pro/duo.",ouvert,toute l'annee,public,,,1,1,1,1,1,0,0,0,1,0,0,1,0,0,1,1,0,0,,0,1,0,bonne,fiche business / adresse classique,,https://lesdeuxmagots.fr/,2026-06-14
Au Pied de Cochon,nocturne / brasserie,"6 Rue Coquilliere, 75001 Paris",01,Paris,0,brasserie francaise / fruits de mer,30-70 €,50,nuageux,"Brasserie historique des Halles ouverte très tard, sécurisante pour nocturne.",ouvert,toute l'annee,public,,,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,,0,1,0,bonne,fiche business,,https://www.pieddecochon.com/,2026-06-14
Le Tambour,nocturne / brasserie,"41 Rue Montmartre, 75002 Paris",02,Paris,0,restaurant / bar,20-40 €,30,nuageux,"Brasserie tardive, utile après cinéma/concert quand tout ferme.",ouvert,toute l'annee,public,,,1,1,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,,0,1,0,bonne,TimeOut terrasses chauffees / fiche business,,https://www.timeout.com/paris/en/bars-and-pubs/the-best-heated-terraces-in-paris,2026-06-14
L'Alsace,nocturne / brasserie,"39 Av. des Champs-Elysees, 75008 Paris",08,Paris,0,brasserie alsacienne,20-80 €,45,nuageux,"Brasserie Champs-Elysées ouverte tard, utile en sortie pro/touristes.",ouvert,toute l'annee,public,,,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,,0,1,0,bonne,fiche business,,https://www.alsace-paris.com/,2026-06-14
Le Cinq,gastro palace,"31 Av. George V, 75008 Paris",08,Paris,0,restaurant gastronomique palace,100 €+,250,grand soleil,"Grande table palace, niveau client pro/très grand soleil.",ouvert,toute l'annee,reservation indispensable,,,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,,1,0,0,bonne,Michelin Paris / fiche business,,https://guide.michelin.com/en/fr/ile-de-france/paris/restaurants,2026-06-14
Epicure,gastro palace,"112 Rue du Faubourg Saint-Honore, 75008 Paris",08,Paris,0,haute cuisine francaise,100 €+,250,grand soleil,"Grande table du Bristol, gastro très premium.",ouvert,toute l'annee,reservation indispensable,,,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,,1,0,0,bonne,Michelin Paris / fiche business,,https://guide.michelin.com/en/fr/ile-de-france/paris/restaurants,2026-06-14
Guy Savoy,gastro,"11 Quai de Conti, 75006 Paris",06,Paris,0,restaurant gastronomique,100 €+,250,grand soleil,Grande table historique à la Monnaie de Paris.,ouvert,toute l'annee,reservation indispensable,,,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,,1,0,0,bonne,Michelin Paris / fiche business,,https://guide.michelin.com/en/fr/ile-de-france/paris/restaurants,2026-06-14
Arpege,gastro,"84 Rue de Varenne, 75007 Paris",07,Paris,0,haute cuisine francaise,100 €+,250,grand soleil,"Table d'Alain Passard, légume et haute gastronomie.",ouvert,toute l'annee,reservation indispensable,,,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,,1,0,0,bonne,Michelin Paris / fiche business,,https://guide.michelin.com/en/fr/ile-de-france/paris/restaurants,2026-06-14
Le Clarence,gastro,"31 Av. Franklin Delano Roosevelt, 75008 Paris",08,Paris,0,haute cuisine francaise,100 €+,220,grand soleil,"Grande table raffinée, très pro/occasion spéciale.",ouvert,toute l'annee,reservation indispensable,,,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,,1,0,0,bonne,Michelin Paris / fiche business,,https://guide.michelin.com/en/fr/ile-de-france/paris/restaurants,2026-06-14
Plenitude,gastro palace,"8 Quai du Louvre, 75001 Paris",01,Paris,0,haute cuisine francaise,100 €+,300,grand soleil,"Adresse très haut de gamme du Cheval Blanc, ultra premium.",ouvert,toute l'annee,reservation indispensable,,,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,,1,0,0,bonne,Michelin Paris / fiche business,,https://guide.michelin.com/en/fr/ile-de-france/paris/restaurants,2026-06-14
L'Oiseau Blanc,gastro rooftop,"19 Av. Kleber, 75116 Paris",,Paris,0,restaurant gastronomique / rooftop,100 €+,220,grand soleil,"Gastro en hauteur au Peninsula, vue Tour Eiffel.",ouvert,toute l'annee,reservation indispensable,,,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,,1,0,0,bonne,Michelin Paris / The Rooftop Guide / fiche business,,https://guide.michelin.com/en/fr/ile-de-france/paris/restaurants,2026-06-14
Datil,gastro contemporain,"13 Rue des Gravilliers, 75003 Paris",03,Paris,0,fine dining contemporain,100 €+,130,grand soleil,"Table contemporaine de Manon Fleury, gastro durable.",ouvert,toute l'annee,reservation indispensable,,,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,,1,0,0,bonne,Michelin Paris / fiche business,,https://guide.michelin.com/en/fr/ile-de-france/paris/restaurants,2026-06-14
